label,text
polar_question,Is a screwdriver a tool?
polar_question,Is a state bigger than a city?
polar_question,Is a year longer than six months?
polar_question,Is building a house hard work?
polar_question,Is five dollars more than one hundred?
polar_question,Is half an apple less than one apple?
polar_question,Is he a bad person?
polar_question,Is he a good person?
polar_question,Is he being interviewed now?
polar_question,Is he fat?
polar_question,Is he tall?
polar_question,Is it 4 o'clock?
polar_question,Is it a doctor's job to save people?
polar_question,Is my name being called?
polar_question,Is one million a big number?
polar_question,Is paper used to wash clothes?
polar_question,Is she a bad person?
polar_question,Is she a good person?
polar_question,Is she being interviewed now?
polar_question,Is she fat?
polar_question,Is she tall?
polar_question,Is the moon hotter than the sun?
polar_question,Is the school open?
polar_question,Is the train going to arrive?
polar_question,Is thirty minutes shorter than one hour?
polar_question,Is today my birthday?
polar_question,Is today your birthday?
polar_question,Is twenty more than fifty?
polar_question,Is whole less than a half?
polar_question,Is yoga popular?
polar_question,Is your arm bigger than your thigh?
polar_question,Might it be broken?
polar_question,Must a visa be obtained first?
polar_question,Shall we attend?
polar_question,Should he practice more?
polar_question,Should she practice more?
polar_question,Was New York expensive?
